[url][key][hash],source,Translation
F9662E954F05A65A7A7DA08B00A6DAAC,Paper,
F96707304182C3B36CA2CD8B503FF5E5,I’ll gather reinforcements.,
F9694AD9406189D2B4FB9D826FC9C6AB,Nothing.,
F969DBA342FD8214858141BAA74D191C,"A bit pricey, but we're desperate. Here's the gold.",
F96CDC2A4F785D15EDB2AF996AD3F8B9,Talk with the Rookie.,
F97364484869EB53743392A76E332CDE,Examine,
F9749BC3469C5C242E7931B37DA8F078,"Unfortunately, my apprentice moved to Padstow to work with another carpenter, and took my best tools on his way out, that disloyal little bugger.",
F974DD6F430F09C5A3F869BBE0F7F3CB,Manage Camp,
F978DCC0428E797DD1833785727D556A,NEW VILLAGER JOINS YOUR CAUSE,
F97F905B43D02D2F85DF9EAAD1E4424B,Palisade Tower,
F986975C46FC1A39A8D3C0B87E90D9A6,Have you reconsidered my request?,
F98724E042151B4C1C932297C1FA5BB3,Talk with Lubomir,
F9892B674742051135A7449F55C61E1C,Break free: Padstow,
F98D29174EDC840CC0BD3CBCD6D1A3BD,"You leave now, or I’ll make sure you’re dragged out of here in pieces.",
F995BB4044F5871FA1D21FA3E4618F28,"Alistair didn't see anything, he gave little information that could help the investigation.",
F996733B4D97EECEE57D0A9AA716D408,Have you forgotten? In Lowlands winter always hits early compared to Whisterfield.,
F99795F849964A4CE20FFCA2C53D1BE2,"I’m needed elsewhere for now, but I’ll come back when I can.",
F9A158B34823EA1E6A11CC9D918DAB5D,"This specialized satchel offers extra food storage for you and your companions, essential for long crusades.",
F9A173444ECBA8F3E4756AA2B4D04A28,I don’t see how fishing can help with that.,
F9A2E77B44BAE785561E3A843A550C35,Beggar Coif,
F9A952CB46436F2EC7C918926496FD46,Village Workshop Improvement quest item.,
F9AA86F04135B4414B59EE9D0841360A,Who buys your fish if Berta’s are so close by?,
F9B101B6419CB4671FA8E6889F139708,Bring cloth.,
F9B6939F4EF72D45B63752B040274E90,Kill bandits.,
F9B750934C57CF9C6CB715B8363854B4,Striped Catfin,
F9B9FF9940DEE07A0BEA629C9B299523,Falsgar Helmet 4,
F9BBAF684D1113EAF9B95E8A2633BA8F,"Fine, I’ll help you.",
F9BBFDD24CF38F6564BA65BAEB6DE0A3,"Man claims that he can speak with animals - upon further investigation, it was discovered he just drank too much Doll's Tears. A new side effect of the drink.",
F9BC8EB64D6C63EAF37BC185BA5DBC9F,Cassia,
F9C2F7EC4957C3D7E827889296ACEE39,"The lookout is built, and I convinced Sohrvey to take the position.",
F9C866FD4E11CBF6F9CAEEAAF8BB9665,Amelie told me that Padstow’s Elder is in need of help. I should speak with him.,
F9CC318C4CF4817B9CD3AFA19DF73676,Shrines Continuation,
F9D04AB148CF5499EF77C3A8B15565C0,There will be if you do not obey the Lord Ashbourne laws here.,
F9D95C0B4906AF1781FC368BECF80008,Lord of the Lowlands,
F9DBD1224C8B038BC2F521BA7A9AB59D,Compost Pile,
F9DC0DEA46934EE9CD90318A2A25CED5,Hair color,
F9DCA8D44F58F5E41230C9B5C2B920F0,Weakling,
F9DDA6EE44A73A0DAAB35998DBA2E221,Greetings.,
F9E2097A42E1D04ED7A07998677B5FD5,And yet… Many sleep easier knowing he’ll never lead them into another rebellion.,
F9E3540E40A0D2BB3EE06E824488D8DA,"And here, take these coins, I'm grateful for the help.",
F9E65AE94A8FDC71A58E2E8A19AA1B6D,"It’s quite simple. The justice system is broken in Karvenia. You know it, I know it. Every farmer and member of the royal family knows it.",
F9E7BAB04BBAD3AE800014B9705170C6,Mysterious,
F9E8ADDF4A657B79E5E96D8764D06819,"Is there a boat available, by any chance? I need to… borrow one.",
F9ECE0704E8C86F79D1614A66F7ABB0C,Test Weapon Chest,
F9ED716D49CEEFCD79D6AAAE34734D23,"I’ve been trying to do just that. This granary, it’s my way of giving back to the village.",
F9EEB6A646902EE15EE12B889C85BE23,Innkeeper will cook basic meals. You can request a specific meal for additional Workforce.,
F9EF63D4480D330283B828B43045B7B2,Labourer,
F9F2C4DC468D063227C05BBF31225D0C,The gods? Really? Maybe it’s just bad luck.,
F9F5AFDF418D59F5A22001A24D7BF263,"Darek told me what I already knew, the traitor is cornered on that ship. This is his reckoning. He won’t stand in the way.",
F9F988CB4A2DCC28591CF2A426523DE2,What happens if we fail?,
F9FF889747D69A7E8FD49EA9D26A1425,"Every winter, my ink freezes. Then I remember the Academy’s comfort required swallowing lies with my morning tea. The stars never asked me to kneel.",
FA0190824C76138D53E4F78182ACADBF,Pagan Shrine near Crasmere,
FA0238AF4334661A93879F9CE5AE1925,Not so fast! I need to ask a few questions first.,
FA02E0D245C61E3B2F9259A0AE266C8A,Saxondale,
FA06FA024338189A0239DEA628CD8059,"One worker can use this to cut down trees in a small area and chop logs into wood. For the best results, place near a dense forest.",
FA07F5244EE034D7E6E3EFB3B731B582,When did you start pig training?,
FA0D190E4B6DD96E36EF819ECCB27204,"I’ve been coming to this village for years. I’ve brought silks, spices, even rare trinkets, and what do I get in return? Suspicion. Whispered insults. I’m treated like an outsider… more than it’s needed.",
FA0E45E14A23402F865D56886A3AAC56,Teodor asked for my help bringing some weapons for his crew.,
FA125B64428D296196BFF48EA104E75B,I trust you have talked with the villagers?,
FA15301C447A2B41C246F9B28F65C49B,Blood and Gored,
FA16A0744E43C7CA31305C80F7E172E4,Is there anything I could help you with?,
FA18DFE14F44CE772B5A45A7C8F3B498,I know I can’t change the past. I wish I could turn back time and have my baby in my arms again. But I can’t and I can’t even have my husband back! He pretends I don’t exist.,
FA1D650F476C1BF9EB7133B21D1BA010,FactionName,
FA1D971842414BA338F3E1ACF641BB4D,{QuestGiver} ordered book delivery but the cart with the book never made it to the village. I wonder what happened to it.,
FA1E26644F1AC0F76C48EAAD5449B55E,I’ll come back later.,
FA210B7247AAA529BCECA68FE450FF76,"Ah, I’m glad to hear you’re up to the task. As for a reward, well, let’s just say the village won’t forget your efforts. Once everything is finished, return to me.",
FA23AE8E409257C50ECBDEA1C8CA9345,"Ha! Well then, welcome to the Halmayans! You’ve passed our Gambito Trial!",
FA244D474B83F6187C5CCDBD2A8E1D1C,Anything else?,
FA246A394AA87D6911188BA1A5F14DE2,Add To Reserve,
FA2C20FD45A54EB5CCA1C190171D2FF1,"Oscar Lanslet, the bookseller in Haerndean, might be your best bet. He's got a head full of knowledge about all sorts.",
FA2E3D1243004727823EAAA450F18F0A,I'm going to feed him his own heart through his throat when I find him.,
FA2E3D9E4A54EA9B8B0B57930C6E9BE8,Oscar wants 50 gold for the translation of the letter. I hope he is not ripping me off.,
FA304C3C43500C5CD1781B93CAE2A9D9,Cow Carcass,
FA310D6E4E2CD566BF36FEA39BDB4918,Break them down and rebuild them up. Or just break them. Depends on the mood.,
FA31470D4CA5424D01F99AA1DB328ED3,"Requires Skill Level 9. Can be used to expand your own abilities, or those of your settlers in the inspect screen.",
FA332C264B0D5F828E6401A0C740348D,Kill Baltasar,
FA33C9DA4C15F07A370A4B99E356856A,Alcoholic beverage,
FA3A953F488C2FDAB9DFA19E02370349,"I’m trying to develop a new method of treating some unusual wounds, but I’m lacking in tools to prepare test cases.",
FA43E1DC4E618A7E69AB5E97438773A3,"Of course they did. The thing is, the Brigands lost. Ran home with their tails between their legs.",
FA4499DB40E91D03583E09B03136532A,"Well, friend, retrace your steps and bring it to me.",
FA4998D74ADE95E1C8C9EA8197127733,"Hurry now, that cow of mine ain't doin' too good. Them wolves really did a number on her.",
FA512717432AE46142B5E2B98855F3B4,How is he like?,
FA51D54444643EF7115068833AC1CA83,"I’ve heard quite a bit of tales of a stranger from the distant corners of Karvenia. A would-be hero, meddling in foreign feuds, rescuing damsels, stirring unrest among warring factions.",
FA5712CC4AFFE3C0A67D698D162AE059,Not yet.,
FA5C62C9478AC18069CA7BA626B90ECF,Light Infantry,
FA65BE114FC1719B9AC1E1B37DD060CD,I’ll get out of your hair now.,
FA66556F47B9ADD771EF12A2E62E797F,Another time…,
FA6784A8498CB5A22B3F03A789F9DC5F,Before I go. I have a few questions.,
FA67A93F4A15BE96122701810D31E8D7,Alright.,
FA6D94EC44A4A5DDBF51FF82D43F44EC,Wolf Trophy,
FA6E43F64CED843ED63DCF82AB658628,"I'm from Marlin, he thinks you need some help with your condition.",
FA6FA3BC4A5EAA8E8D3D719BAE11D3D6,Peasant's Upper Clothing,
FA70B67048496F42B4094382995D48E5,I expected as such. Tell me.,
FA729C5A463B3B7C694357A221D2E2E2,Put,
FA730FEA4FEAE06610115996A23B73BC,I want to ask about something else.,
FA7579784824E8087FB096A1A349AE61,"Not well, unfortunately. I found a dead body in the woods. You live in the area, did you see anything suspicious?",
FA76816C4346314B9C97CFAA9D283B20,A cloak made of animal fur. Too warm for most to wear during summer.,
FA7CDD134957D0998871FBACB0134840,"If Isa knew, she’d despise what you've become.",
FA86F77747CE8717FE1DB78C88769E73,Anything else?,
FA8AE37D4EE9DC80DCB3438526C652BF,Your presence is always reassuring.,
FA925A9A4A70DFEC96C8289435DD5C83,Barn,
FA93EDCC4046CEC22B243FAED4D8C0DC,I’m looking for people experienced in certain trades. Do you know where I might find them?,
FA97514549B86DC81250CE9C04A976E1,Report back to {Npc},
FA9CAE6C4551BC13AFFABCB11A7EC1B8,Current,
FA9D58194052FC6DE36D57B1BA8C4F58,Tool Slot,
FA9DF5D247AB64EC9551BC8D5CB49713,Adam,
FA9EA02B44539A267EBA48BF3965B44E,So are you in?,
FA9F821449C26343D2D5ABB7C1B972E5,May the gods protect you!,
FA9FC3D24D2224D3226B11AB77695F3B,Stairs,
FAA8FDC446D8B7A58F347CB28D666434,Can be found in fields.,
FAA91942493E9AD5C98CEDA809293E17,Deer Hunter,
FAAA679940B12709FC562581B51D4D1B,Max Stamina,
FAAB24A54AE0D166AC490198AFF7AFA4,So how should I accomplish this?,
FAABDA5F404A176A498533AC84679BF3,"Everything is not ready, please come back tomorrow.",
FAB00CE847C7C26EAF9F52A0606DCC32,There is no cloud,
FAB4B1AD4B7A24573B20C9936265A4FA,Bandits Encampment,
FAB701814B19A1A76CDE1CBBBC4CB6C1,About your sword…,
FAB96F4647144102B62A1FB534677B5A,Unknown Grave,
FAC4AC0540D19FFB69757CB27FD4A1BB,Find Bastard's hideout in the woods.,
FAC90C4D4056270F3BC2B9A29616A669,I’ve heard enough.,
FACB38FE4BF475C29320AEAD22ED90E4,Movement Acceleration,
FACBD2024E06E9E5CFBCDDA2FD820418,"I only have one clue. There were a few reports of some Falsgar dealings. At first, it didn’t seem like anything suspicious, just cargoes and normal shipments.",
FaciltiiesRecipeStatus::InQueue,In Queue,
FaciltiiesRecipeStatus::MissingInput,Missing Input,
FaciltiiesRecipeStatus::NoDemand,No Demand,
FaciltiiesRecipeStatus::Producing,Producing,
FaciltiiesRecipeStatus::StorageFull,Storage Full,
FaciltiiesStatus::Active,Active,
FaciltiiesStatus::MissingFuel,Missing Fuel,
FaciltiiesStatus::MissingInput,Missing Input,
FaciltiiesStatus::MissingTools,Missing Tools,
FaciltiiesStatus::NoDemand,No Demand,
FaciltiiesStatus::StorageFull,Storage Full,
Faction::PlayerFactionWithHost,{HostName}'s {FactionName},
Faction::PlayerFactionWithSettlement,{SettlementName} Rebels,
Factions::BrigandsHeadquarters,Brigands' Headquarters,
FAD3173F4D0FCDC6AB33009D25538869,You look like you need help with something.,
FAD5679043782946E25EF1A064DA26CA,"Weird, I don't recall that there was a storm last night… I will help you.",
FAD922B84CE0891A14A87BA2C2C11B7F,"No entry for civilians, go away…",
FAE1A6144CF21384202A65A85506FA07,Find a hidden entrance to prison with Darek and Eryk.,
FAE4558740F9E420A0BD67BCF8C02972,Bravo! You’ve completed the task with the precision of a needle’s point. I’ll remember you in my tapestry of helpers. Here’s your reward — make it last and don’t weave it all away too soon!,
FAE93EEA4DEA31D1B139839D597FDEBE,Anything else?,
FAEAE09647C6101EEFE206A7FA30194E,Nothing at the moment.,
FAEE186949E62DE0EDF331948E579754,Is there anything I could help you with?,
FAEEFF0044EA37C016F44FAAAA5682F0,What else did he say? Did I spoil the cow's milk?,
FAF5EA9F4B810CAE66F27D8468478BE4,"Look, I don’t know what you’re looking for, but I’m not comfortable answering these questions anymore. Please leave me be, I have a lot of work to do.",
FAF934284CECF80F3B4FE2966915CCFE,(BACKSTORY),
FAFD60FA40437137E69F1D81A61F2180,To what do I owe the pleasure of your visit?,
FAFE02314F5F1CF9F20C30B01A88A02F,Can be crafted at Weaver Loom,
FarmAnimalFilterView::Condition,Condition,
FarmAnimalFilterView::Stats,Stats,
Farming::Till,Till,
Farming::Weeding,Weeding,
FastTravelConfirmation::Animals,"{AnimalCount} {AnimalCount}|plural(one=animal,other=animals)",
FastTravelConfirmation::Companions,"{CompanionCount} {CompanionCount}|plural(one=companion,other=companions)",
FastTravelConfirmation::Destination,Travel to {Destination}?,
FastTravelConfirmation::EnemiesWarning,There are enemies at the destination!,
FastTravelConfirmation::ListJoiner,{List} and {LastElement},
FastTravelConfirmation::Players,"{PlayerCount} other {PlayerCount}|plural(one=player,other=players)",
FastTravelConfirmation::TravelAlone,You'll be traveling alone.,
FastTravelConfirmation::TravelWith,Your party includes {FormattedList}.,
FastTravelInteract::NeutralTravelForbidden,Not allowed to use,
FB01E4F64FDAA7BBEA6136A4B81458AD,Sturdy Arrows,
FB021875495944F9D27F959BB45B4008,Kill the Leader,
FB04A59A4A58BB174AE27B8A62F6FE8C,"It’s a beneficial coincidence that you’ve come to speak to me today. There’s an issue I must deal with, and I could use someone with a keen mind such as yours.",
FB07BA084EC98A213F101BBB0245E189,What’s happened? Did someone use it as an outhouse or something?,
FB0A6E6F4FAE96D583B3F2B81A5CC098,What are you offering then?,
FB0A9E1747656BD251AA5C85352C7A4C,"And after what they did on the ship, I want to ruin their little party, and I could use your help.",
FB0B9C074D3423FC6F39628EF523155F,What do you have in stock today?,
FB0CBAB84A172D1A46D95FB750CCB433,"Maybe your men will too, if they see the truth about you.",
FB0FB28F49CD8259F8B7A79EDB23E3D8,"Go in the direction of the wooden bridge, not the stone one that is facing Cragkeep, but the other one. Walk closer to the shore, and look for wooden floors and wrecked boats. I left my bottle inside the ropes.",
FB12846445FDDFA9CB9E008CA7703AE6,But if I could… if we could… Maybe there’s still a chance. Maybe. You’ve given me much to think about. Farewell.,
FB13B53C4898AFA606BFD9B71011FB51,Hidden Stash,
FB14C06348312991CE30D3BBE0F8974A,Butcher,
FB173F4A46FF6E9F654EF39D4210599E,"I came to Crasmere to offer my services many moons ago, the plan was to travel from village to village offering my services, but it seems I ahve enjoyed the sea air too much.",
FB1BECD7433DD8ED568D9CA9A1AE9FBD,"Not the first time those wolves have caused trouble. I'm low on the right herbs, though. If you can get them, I can make the medicine.",
FB1D47724ED653AE7CE87392D16C4BC4,Be well.,
FB25B93849239E08B812D1822CF4DDA8,Not too bright of mind are ye?,
FB25E01D41037075EBC771B7F8292FB7,I hope so. Goodbye.,
FB29AE2E4EDDF381ED89C282BF8BAA00,What will you do when noble people from Queens port will unleash the dogs to retake these Isles?,
FB2A123944A823B02BC329AE38742E91,Inspect,
FB2A8A3D49D782AF12F1728DB1B5C957,Where did you meet these people?,
FB2CD0E648710A690452719170BD00B7,Faction equipment sold,
FB2DB21341A46E3C4B3620809F1F08B4,"If you could chip in with the last of the weapons I need, I’d very much appreciate it.",
FB31D52D465EACF2CEA81A9457890330,Book Reading,
FB389F9546F8591DCA1FD583BC9B7E12,Big order quest item.,
FB3B83DC4EE42C427F543F816BC9BEBA,"I need to know what would be my reward, before I agree.",
FB3E1AB14B787507A22FFA9AE2B1B6DA,"We’ll share the spoils. I can finally leave this godforsaken land, and you’ll get a hefty chunk of gold. What do you say?",
FB3E7786451FA5D5D30F7A8C9944C91F,"Don't worry, you'll be well compensated. And thank you, your help means more than you know.",
FB40D05D4FB184252C7D308C8502629E,"Noble Craftsmen and Miners of Horndean,<cf><cf>By the decree of the Council, under the watchful gaze of Great Lord Ashbourne, we herald the impending election to designate the Elder in the Village of Bradford. Among the candidates for this esteemed position stands our current Elder, Patryk Sten, renowned for his unwavering commitment and astute judgment.<cf><cf>It is with great solemnity that we implore you, revered inhabitants of Horndean, to take heed of this call to action. Let this proclamation resound through every mine and forge, ensuring that each of you comprehends the profound significance of this decision that shall shape the destiny of our cherished land.<cf><cf>In unity,<cf>The Council of Great Lord Ashbourne",
